hash;plik;dlugosc;tier;obszar;rules;fullContext;EN
4929A68DDF68E0FFC53775C87A0CE02B;InnerRangeTranslations_1.xml;22;1;system/ogolne;;;Copy Code to Clipboard
0D8D58008EF5DD7AFCE337373EF73993;InnerRangeTranslations_1.xml;5;1;harmonogramy/czas;;;Date:
4A68ADC129521145C77C77080CBD68D8;InnerRangeTranslations_1.xml;14;1;komunikacja/sprzet;;;Serial Number:
5C729507314965C579EA2838370B9A20;InnerRangeTranslations_1.xml;15;1;system/ogolne;;;Generated Code:
D6FFFF2E806AF7E9396500A5FF2AFD71;InnerRangeTranslations_1.xml;47;2;komunikacja/sprzet;;;Code Generator for Enabling ATM Firmware Upload
97F30FB5D226E484FE9B4D00F38F0180;InnerRangeTranslations_1.xml;32;1;system/ogolne;;;No Encryption Key was specified.
FA59967F2459F5FBF9496B005F337C50;InnerRangeTranslations_1.xml;58;2;system/ogolne;;;The Encryption Key must be exactly 32 Hex characters long.
3BF3A369D264C0A2A954B5F2B3C32D86;InnerRangeTranslations_1.xml;52;2;system/ogolne;;;The Encryption Key must contain only hex characters.
3DA75C03E846C8247090591B2C444BE0;InnerRangeTranslations_1.xml;36;1;automatyka/sterowanie;;;Could not find LAN module for output
954AD1279CF1D9F401488667EA615D4C;InnerRangeTranslations_1.xml;17;1;automatyka/sterowanie;paramCheck=true;;Output set to {0}
84C688925F17CFB59EA87835F7DDFECD;InnerRangeTranslations_1.xml;36;1;dostep/przejscia;;;Could not find LAN module for reader
ED53E1AAAB2C6ED940B8A59A6D2CE8F6;InnerRangeTranslations_1.xml;19;1;dostep/przejscia;;;Reader command sent
EEF2937ED245CB3A20AE3346B8583DF8;InnerRangeTranslations_1.xml;47;2;dostep/przejscia;;;Could not find LAN module for SIFER/OSDP Reader
F453AD901DCDEE0049593F054367554C;InnerRangeTranslations_1.xml;41;2;dostep/przejscia;;;Could not find LAN module for OSDP Reader
54EA4EB7949590F2C02158B4AA59CAE2;InnerRangeTranslations_1.xml;31;1;dostep/przejscia;;;OSDP Reader comset command sent
45B5B823920FD0D9E832F06D411EC215;InnerRangeTranslations_1.xml;43;2;uzbrajanie/strefy;;;Could not find LAN module for siren control
3FED4290EC143D5E3BA06E27328CEBBA;InnerRangeTranslations_1.xml;16;1;system/ogolne;;;Sirens triggered
EDB335178E3673B3E0E095249A517763;InnerRangeTranslations_1.xml;49;2;komunikacja/sprzet;;;Could not find LAN module for remote fob feedback
A30412E7AC8A5F140F8D53EF10297094;InnerRangeTranslations_1.xml;17;1;system/ogolne;;;Fob Feedback Sent
3300385B001BA502F214F6BC6E7038AD;InnerRangeTranslations_1.xml;43;2;automatyka/sterowanie;;;Could not find LAN module to control buzzer
0D8C53496E747DF348FF5BE110D13FD4;InnerRangeTranslations_1.xml;10;1;system/ogolne;paramCheck=true;;Buzzer {0}
00D23A76E43B46DAE9EC7AA9DCBEBB32;InnerRangeTranslations_1.xml;7;1;system/ogolne;unique=EnabledWithInherit;00D23A76E43B46DAE9EC7AA9DCBEBB32;Enabled
B9F5C797EBBF55ADCCDD8539A65A0241;InnerRangeTranslations_1.xml;8;1;system/ogolne;unique=EnabledWithInherit;B9F5C797EBBF55ADCCDD8539A65A0241;Disabled
88B6BF462D5653D2ED6581EA44CEC605;InnerRangeTranslations_1.xml;37;1;komunikacja/sprzet;;;LAN module is not an Integriti module
6767423F7C75EAE1A08B94AE06AE2C11;InnerRangeTranslations_1.xml;16;1;system/ogolne;paramCheck=true;;Battery Test {0}
8428552D86C0D262A542A528AF490AFA;InnerRangeTranslations_1.xml;7;1;system/ogolne;;;Started
C23E2B09EBE6BF4CB5E2A9ABE85C0BE2;InnerRangeTranslations_1.xml;7;1;system/ogolne;;;Stopped
90033CCC1F7153011E1014235950B9BE;InnerRangeTranslations_1.xml;45;2;komunikacja/sprzet;;;Could not find LAN module for firmware update
04037FC7A6D54676E615CC4DF9352A2A;InnerRangeTranslations_1.xml;7;1;system/ogolne;paramCheck=true;;{0} {1}
11D33EA4EF5A2BA240697870A7C2B158;InnerRangeTranslations_1.xml;77;2;komunikacja/sprzet;;;A firmware update was attempted while another update is currently in progress
87E2F661801720E8404B3A4D8B0BE491;InnerRangeTranslations_1.xml;60;2;komunikacja/sprzet;;;Module firmware update failed: One or more modules timed out
986C5FCEC148CCD08631F0E8770AC743;InnerRangeTranslations_1.xml;52;2;system/ogolne;;;Could not find the specified IR Wireless RF Gateway.
2D6C02C4C659B7402F7AB1E45B55BE45;InnerRangeTranslations_1.xml;12;1;komunikacja/sprzet;unique=FirmwareModuleType;;LCD Terminal
51B0157E7D282076B557F14C356F0045;InnerRangeTranslations_1.xml;16;1;komunikacja/sprzet;unique=FirmwareModuleType;;Elite X Terminal
4BB581CEC103E207DF053E7C05946290;InnerRangeTranslations_1.xml;13;1;komunikacja/sprzet;unique=UnibusModuleType;;Zone Expander
A74BA8343D8DFDA196181FB899718408;InnerRangeTranslations_1.xml;13;1;komunikacja/sprzet;;;Mini Expander
513257B0D552225F0751FAEC41FF797D;InnerRangeTranslations_1.xml;16;1;komunikacja/sprzet;;;32 Zone Expander
DD4116247BD8BCDC8AD596AE87005996;InnerRangeTranslations_1.xml;16;1;komunikacja/sprzet;;;16 Zone Expander
36C2BFBB0CA7A4A3B21FEBF5B65C90E5;InnerRangeTranslations_1.xml;15;1;dostep/przejscia;;;2 Door Expander
B423ECF7FD67DADD4E9E14B07ADE39CC;InnerRangeTranslations_1.xml;29;1;dostep/przejscia;;;Intelligent LAN Access Module
73B1AAD59B77E1D57458DF5120E80FC7;InnerRangeTranslations_1.xml;20;1;dostep/przejscia;;;SLAM 2 Door Expander
6B2F9C13E5974615DB528544F7D9BA55;InnerRangeTranslations_1.xml;15;1;system/ogolne;unique=FirmwareModuleType;;Ethernet Bridge
D259E7427EB9EAE48B5DCAC156AFEE01;InnerRangeTranslations_1.xml;35;1;komunikacja/sprzet;;;Waiting for modules to get ready...
D2F2FD1C51F867E304A9FACA66490681;InnerRangeTranslations_1.xml;48;2;komunikacja/sprzet;;;All modules are ready, beginning firmware update
72497F3765477EF671EEE5D190B008CD;InnerRangeTranslations_1.xml;57;2;komunikacja/sprzet;;;Module firmware update failed: A packet could not be sent
D6B80B1E144F9BBE64F5B8441D855A20;InnerRangeTranslations_1.xml;32;1;komunikacja/sprzet;paramCheck=true;;Updating module firmware {0}%...
6914612EDBA66C518882778CBD71E8C3;InnerRangeTranslations_1.xml;49;2;komunikacja/sprzet;;;Module firmware update failed: LANResponse failed
E4707A2E342831C2E4A012676EDC40FE;InnerRangeTranslations_1.xml;87;2;komunikacja/sprzet;paramCheck=true;;Firmware sent to {0} modules, restarting modules to apply. This can take over a minute.
A2837F57CB201784F710764F57637929;InnerRangeTranslations_1.xml;52;2;komunikacja/sprzet;paramCheck=true;;Module Type: {0}, Number: {1} restarted successfully
393131F347210413067494EFFF076219;InnerRangeTranslations_1.xml;53;2;komunikacja/sprzet;paramCheck=true;;Updated successfully on Module Type: {0}, Number: {1}
7A5F7DA66DC3336E8AA8A54CB175DE89;InnerRangeTranslations_1.xml;7;1;system/ogolne;paramCheck=true;;{0}:{1}
256CBD53FA360B1976B22E212F3D9659;InnerRangeTranslations_1.xml;57;2;komunikacja/sprzet;paramCheck=true;;After waiting 80 seconds, {0} of {1} modules updated. {2}
8F41AA1B97FD6F79DD0C96BF51BA7A29;InnerRangeTranslations_1.xml;68;2;komunikacja/sprzet;paramCheck=true;;Firmware update was detected successfully across {0} of {1} modules.
BD4DE0D05A1F065B4B35E5F7AC1105C4;InnerRangeTranslations_1.xml;12;1;uzytkownicy/uprawnienia;;;Unknown User
1499CE4F12E7BEAA07AD3A9D23559420;InnerRangeTranslations_1.xml;12;1;dostep/przejscia;;;Unknown Door
07E4935A9A3EE5D787AAC9AA4319ED60;InnerRangeTranslations_1.xml;14;1;dostep/przejscia;;;Unknown Reader
41AB53D19270427D6D767150FA2B33C1;InnerRangeTranslations_1.xml;32;1;komunikacja/sprzet;;;The LAN module has gone offline.
134ABB0987ABC65EE189B6B9E2E2C0B9;InnerRangeTranslations_1.xml;75;2;system/ogolne;paramCheck=true;;Pairing the specified device type is not supported by this product variant.
78F227050BDF14EB2C5E520A8CCFC03F;InnerRangeTranslations_1.xml;96;2;uzytkownicy/uprawnienia;paramCheck=true;;Cannot start a pairing operation while one belonging to a different user is already in progress.
F65C8D32A9C22F4746BFFC568C11D139;InnerRangeTranslations_1.xml;82;2;system/ogolne;;;The pairing operation was cancelled because another pairing operation was started.
231C789ABDC4DD80570E6961C0EF9BFB;InnerRangeTranslations_1.xml;23;1;system/ogolne;paramCheck=true;;No RF device was found.
39B5DDBBC9A06149A24969496563FC5B;InnerRangeTranslations_1.xml;11;1;dostep/przejscia;;;Door Access
FCDF8A82EBA24E303B63B2E49A507ECB;InnerRangeTranslations_1.xml;9;1;system/ogolne;;;Requested
919607E0CFF639E8B4CE40BAE3644F3D;InnerRangeTranslations_1.xml;21;1;dostep/przejscia;paramCheck=true;;Credential Number {0}
AD025D1F9D8EEAD468FA905CF402C8A6;InnerRangeTranslations_1.xml;7;1;uzytkownicy/uprawnienia;;;User is
CEA91CC9D2EDA0CD9EDF22A39275A6B7;InnerRangeTranslations_1.xml;19;1;system/ogolne;;;Expired / Cancelled
DEEC4FF19974F12ED781CB9A59064214;InnerRangeTranslations_1.xml;4;1;uzbrajanie/strefy;unique=ConditionStatementType;C10D0AB41101ADDCE07EC3E3C419EBD3;Area
D782ABDE9628AB656356F625BD1D0ED5;InnerRangeTranslations_1.xml;12;1;uzbrajanie/strefy;;;Alarm Active
B7EAAD7EB9285897ABA397974FE51176;InnerRangeTranslations_1.xml;10;1;system/ogolne;;;Entry Mode
8F7A9F295119F457F0FB58C9CA11B05B;InnerRangeTranslations_1.xml;15;1;uzbrajanie/strefy;;;Disarm the Area
F67563BE7AF9E8D4C2CB042B3ACB2BBB;InnerRangeTranslations_1.xml;11;1;uzbrajanie/strefy;;;Area Arming
1F3E68E3DEFFD53BC0A903C4230BFC62;InnerRangeTranslations_1.xml;13;1;uzbrajanie/strefy;;;Exit the Area
27DDCCD6DAAFFA31580947CCAF6ADEAA;InnerRangeTranslations_1.xml;16;1;uzbrajanie/strefy;unique=OSDPPresetControl;;Area Arm Warning
DD320E631C54EA0B579D85ED47F31D30;InnerRangeTranslations_1.xml;43;2;uzbrajanie/strefy;;;Area will arm soon. Exit or Disarm the Area
F44E14D49CD011D1E873D9FE0C4624F1;InnerRangeTranslations_1.xml;4;1;dostep/przejscia;unique=ConditionStatementType;F44E14D49CD011D1E873D9FE0C4624F1;Door
1642C48D6E5C778529908EC7E6DEEF04;InnerRangeTranslations_1.xml;25;1;dostep/przejscia;;;Held open, close the Door
B92071D61C88498171928745CA53078B;InnerRangeTranslations_1.xml;5;1;system/ogolne;;;Alert
228B05DE946B6861B48CD9DB6F513D40;InnerRangeTranslations_1.xml;28;1;zdarzenia/raporty;;;New System Messages/Warnings
A45DA96D0BF6575970F2D27AF22BE28A;InnerRangeTranslations_1.xml;6;1;system/ogolne;unique=WebPageType;A45DA96D0BF6575970F2D27AF22BE28A;System
E7D31FC0602FB2EDE144D18CDFFD816B;InnerRangeTranslations_1.xml;5;1;system/ogolne;;;Ready
E5CD2F84D852EB6ABD84498EB95B824E;InnerRangeTranslations_1.xml;7;1;uzbrajanie/strefy;;;No Area
0A8D254BC53E7DC58CA642A18137D3FE;InnerRangeTranslations_1.xml;10;1;system/ogolne;;;Associated
51BF284DE58E48D99416D35B9F9E4A20;InnerRangeTranslations_1.xml;14;1;system/ogolne;;;Keypad Lockout
E2E47940E0D808AEBF2B81206F376322;InnerRangeTranslations_1.xml;16;1;system/ogolne;paramCheck=true;;Wait {0} Seconds
56390A1F26F89B71773747ABD9837C91;InnerRangeTranslations_1.xml;11;1;uzytkownicy/uprawnienia;;;Illegal PIN
D370A72696C70573C67A241510F39FB5;InnerRangeTranslations_1.xml;17;1;system/ogolne;paramCheck=true;;{0} Attempts left
C785FF68F4A9E28C8D101453DE52539B;InnerRangeTranslations_1.xml;12;1;system/ogolne;;;Login Failed
D0BCCE0D0DF5351A6DB006ABE18E8CF4;InnerRangeTranslations_1.xml;27;1;uzbrajanie/strefy;;;Locked Out : Area(s) Are On
514D8A494F087C0D549B9536C2EF3BD9;InnerRangeTranslations_1.xml;8;1;komunikacja/sprzet;;;Terminal
C85A251CC457840F1E032F1B733E9398;InnerRangeTranslations_1.xml;7;1;system/ogolne;;;Timeout
F4CB1115E95D3A2AB156085B14DF5F36;InnerRangeTranslations_1.xml;15;1;system/ogolne;;;Logged Off Help
D9B8CCC488093755246C361BF889EDE8;InnerRangeTranslations_1.xml;126;2;uzbrajanie/strefy;;;Enter your PIN and press either OK to log in, or ON/OFF to control the associated area. Press the UP arrow for output control.
3E539A2A0906F1D6A86B53D270C2D43C;InnerRangeTranslations_1.xml;16;1;system/ogolne;;;Press HELP again
C3EBB8C91B071EAF3159E9291EC53029;InnerRangeTranslations_1.xml;14;1;uzytkownicy/uprawnienia;;;for User Panic
3457F2BB22BC9210EC49C2C9171CFA6F;InnerRangeTranslations_1.xml;10;1;uzytkownicy/uprawnienia;;;User Panic
14953647B9E2C9F06FDD1BDB12D017FF;InnerRangeTranslations_1.xml;5;1;system/ogolne;;;Sent!
5A067AE696C15602B7A1DCB76B68CF84;InnerRangeTranslations_1.xml;15;1;zdarzenia/raporty;;3BD1AF37E822FCDDF7820DE26A71CD85;System Messages
E98C753CF78C906FBA6168290D844BF2;InnerRangeTranslations_1.xml;15;1;system/ogolne;;3BD1AF37E822FCDDF7820DE26A71CD85;System Warnings
421AA109097C7CBE20ADA042D7F9D75C;InnerRangeTranslations_1.xml;35;1;uzytkownicy/uprawnienia;;;No menus allowed, check permissions
41DE6D6CFB8953C021BBE4BA0701C8A1;InnerRangeTranslations_1.xml;8;1;zdarzenia/raporty;;41DE6D6CFB8953C021BBE4BA0701C8A1;Messages
A096DB8824D31D4DBDCFB7340418C49F;InnerRangeTranslations_1.xml;13;1;zdarzenia/raporty;;;Messages Menu
E14847F53AAF3310B9484E6CCB943913;InnerRangeTranslations_1.xml;45;2;dostep/przejscia;;;Press a number to access the desired sub menu
73A2D063DF19CBD8B4ACC06C26625C1A;InnerRangeTranslations_1.xml;14;1;zdarzenia/raporty;;;System Message
F84C1150EBBFCCC64A17A80717A2A19D;InnerRangeTranslations_1.xml;40;1;zdarzenia/raporty;;;View messages about recent system issues
8AD392F48020E6ABB576F1F0C8CA8022;InnerRangeTranslations_1.xml;14;1;dostep/przejscia;;;Access Allowed
77695871E9245C59188B20527D5619AA;InnerRangeTranslations_1.xml;26;1;dostep/przejscia;;;Press OFF to remove access
095AFBF2F1F0E5BE678F5DAC5C54E717;InnerRangeTranslations_1.xml;13;1;dostep/przejscia;unique=SystemMessageType;6441F45A0580D1101E2B7FB46870935B;Access Denied
A924E989918A6B9F44249BC0D8191940;InnerRangeTranslations_1.xml;24;1;dostep/przejscia;;;Press ON to allow access
807024B1081616FA4CE505A433D031EA;InnerRangeTranslations_1.xml;9;1;uzbrajanie/strefy;unique=AlarmMessageSources;C4A60C3F1638412A76A4638052C788D1;All Areas
CE91871A84EB4C7BD7A48D9E48F6A022;InnerRangeTranslations_1.xml;14;1;uzbrajanie/strefy;;;No Areas Exist
363BDFAAF34CBA4371232E455E77525C;InnerRangeTranslations_1.xml;48;2;uzbrajanie/strefy;;;There are no areas configured on this controller
996748178D0DE2737486CB16E4FEC4A6;InnerRangeTranslations_1.xml;13;1;uzytkownicy/uprawnienia;;;No Permission
F1795F8E2BE6D6BAC3BC079EFFBB7FCD;InnerRangeTranslations_1.xml;64;2;uzbrajanie/strefy;;;You don't have permission to see any of the areas in the system.
CDD85284C6B6326A6FA33B23A5574FB6;InnerRangeTranslations_1.xml;33;1;uzbrajanie/strefy;;;Alarm Active. Press OFF to Disarm
41A3D5285EC2E9D6EBCC3A9B37645888;InnerRangeTranslations_1.xml;34;1;uzbrajanie/strefy;;;In Entry Mode. Press OFF to Disarm
8CF7493F5CBFD4336C133DE90C87E90D;InnerRangeTranslations_1.xml;50;2;uzbrajanie/strefy;;;In Exit Mode. Exit the Area or press OFF to Cancel
E624E1C591DEC2318454FBD565EEDCAF;InnerRangeTranslations_1.xml;36;1;uzbrajanie/strefy;;;Is about to Arm. Press OFF to Cancel
2FAD4F6FD9FAFCFA17CF5CD499296FBD;InnerRangeTranslations_1.xml;15;1;uzbrajanie/strefy;;;Is Armed - Full
DC09802984844D047C9460629FAE7B9B;InnerRangeTranslations_1.xml;20;1;uzbrajanie/strefy;;;Is Armed - Perimeter
EAB0F3DA43CAA77B8AFCD9290F8445C7;InnerRangeTranslations_1.xml;16;1;uzbrajanie/strefy;;;Is Armed - Night
3F692C20642B6ED927669F1618961763;InnerRangeTranslations_1.xml;8;1;uzbrajanie/strefy;;;Is Armed
DF2C6CA5684BF6411C07DAA6E183E8F6;InnerRangeTranslations_1.xml;26;1;uzbrajanie/strefy;;;Is Disarmed (Ready to Arm)
DC3BB9EC613DBD85D40B3F21643B7846;InnerRangeTranslations_1.xml;27;1;uzbrajanie/strefy;;;Is Disarmed (Active Inputs)
51DA6C7DCBEA29FABA6A522FD61C5E93;InnerRangeTranslations_1.xml;9;1;uzbrajanie/strefy;;;Is Arming
E7835B07F18F395CC1781C99CC0B2FBF;InnerRangeTranslations_1.xml;8;1;uzbrajanie/strefy;;E7835B07F18F395CC1781C99CC0B2FBF;Arm Mode
BA380748852C226324E9224B1F073062;InnerRangeTranslations_1.xml;26;1;system/ogolne;;;1-Full 2-Perimeter 3-Night
0A80F69CF26A7B0AAB7048009DF64F4C;InnerRangeTranslations_1.xml;9;1;uzbrajanie/strefy;;;Arm Modes
F890269BAE8E3CD82352B5EFF3DDA69A;InnerRangeTranslations_1.xml;49;2;uzbrajanie/strefy;;;Choose the area arm mode using the 1, 2 or 3 key.
C52BCCE93E2A0B08DAC74A48B0DE1E00;InnerRangeTranslations_1.xml;13;1;uzbrajanie/strefy;;;Full Arm Mode
A4D02978D239EE7A23DD222B7495CF64;InnerRangeTranslations_1.xml;73;2;uzbrajanie/strefy;;;Arms the whole area with exit delay. Use when no one will be in the area.
268808C8B041058C5C1B37E143F84A91;InnerRangeTranslations_1.xml;18;1;uzbrajanie/strefy;;;Perimeter Arm Mode
C5409CEB08D0904D63A15CDEEFACF5AE;InnerRangeTranslations_1.xml;92;2;uzbrajanie/strefy;;;Arms only the perimeter of the area. Use when people are in the area and may enter or leave.
DDADE87B1B1E7EAE146678330EFFAF7E;InnerRangeTranslations_1.xml;14;1;uzbrajanie/strefy;;;Night Arm Mode
4AA92746D523A474278D18AADBDD7D6B;InnerRangeTranslations_1.xml;66;2;uzbrajanie/strefy;;;Same as Perimeter arm, with instant alarm on perimeter activation.
B1BA336B4975256D148C3BA1EE8B26F4;InnerRangeTranslations_1.xml;10;1;uzbrajanie/strefy;;;Arm Failed
2E8DF247A6EFDA400B1F69B86D434143;InnerRangeTranslations_1.xml;10;1;uzbrajanie/strefy;unique=OSDPPresetControl;;Area Armed
C952A439CCCB7E9F23813BED48AE8BC2;InnerRangeTranslations_1.xml;13;1;uzbrajanie/strefy;;;Exit Area Now
816B1A13E23C181202545A46507A6C40;InnerRangeTranslations_1.xml;14;1;system/ogolne;;;Unsecure Items
A1B0362778FC985F8F2BD15A43188CB1;InnerRangeTranslations_1.xml;13;1;komunikacja/sprzet;;;Module Issues
6E2391541A7F1D6FBE4C607F59022CB3;InnerRangeTranslations_1.xml;16;1;zdarzenia/raporty;;;Reporting Issues
75DC05382C140F7978C541B53405CB98;InnerRangeTranslations_1.xml;54;2;uzbrajanie/strefy;;;Alarm communication issues exist. Press ON to override
C96C13C6E95023A760A3CB5490EF123F;InnerRangeTranslations_1.xml;48;2;uzbrajanie/strefy;;;Press ON to override issues and try to arm again
95A0CF2E6D191AAEC9605A61CD5DF450;InnerRangeTranslations_1.xml;15;1;system/ogolne;;;Override Failed
C5D1B65AF2361C8C6271EC9D58CFA4F8;InnerRangeTranslations_1.xml;13;1;uzbrajanie/strefy;;;Disarm Failed
5F5B787E29FF53E3DC09DE2AC9D572B4;InnerRangeTranslations_1.xml;13;1;uzbrajanie/strefy;;;Current Area:
6672265B36E45787E1A4125575D28A07;InnerRangeTranslations_1.xml;13;1;uzbrajanie/strefy;unique=WebPageType;;Control Areas
FE1CE7FD8EBCB6A13D9637D3349971D8;InnerRangeTranslations_1.xml;45;2;uzbrajanie/strefy;;;Press UP or DOWN to select an area to control
01BC55F7918066D7EBD1DE98DBFEF39A;InnerRangeTranslations_1.xml;62;2;uzbrajanie/strefy;;;Press ON to arm (secure) and OFF to disarm (desecure) the area
77677D296B3581106881D3A2CEF69D7D;InnerRangeTranslations_1.xml;44;2;uzbrajanie/strefy;;;Press number keys to text search for an area
BF6569C3149F686CBE3BEEB9F62D6053;InnerRangeTranslations_1.xml;16;1;system/ogolne;;;Press OK to send
81D2CC08E2BA65C5FE2E6EC10154A5CB;InnerRangeTranslations_1.xml;15;1;system/ogolne;;;Manual Test Msg
F8FAAB5AA11E804C4F3489A93A5D53C0;InnerRangeTranslations_1.xml;13;1;zdarzenia/raporty;;;No Reporting 
537C34978A313515F24958D15943127E;InnerRangeTranslations_1.xml;15;1;system/ogolne;;;Paths Available
AF4E9459B18B2811C2D68F778D4E05F5;InnerRangeTranslations_1.xml;26;1;zdarzenia/raporty;;;Sent to Monitoring Station
C289EB268056543FE8FCF62E76D501E0;InnerRangeTranslations_1.xml;10;1;system/ogolne;;;Comms Test
7589BCB4D0F3CEFB28C4D49950F08CD6;InnerRangeTranslations_1.xml;95;2;zdarzenia/raporty;;;Testing comms sends a test message to the monitoring station. Confirm whether they received it.
BF3324C66080C0B764136797D841A2BC;InnerRangeTranslations_1.xml;7;1;automatyka/sterowanie;;BF3324C66080C0B764136797D841A2BC;Outputs
EFEA31143EC2ACD162C47D4A66F18E58;InnerRangeTranslations_1.xml;5;1;dostep/przejscia;unique=WebPageType;EFEA31143EC2ACD162C47D4A66F18E58;Doors
7EB1F1BBAF31EA92B0C7272B2B363EE1;InnerRangeTranslations_1.xml;5;1;uzbrajanie/strefy;unique=EntityChangeNotifications;7EB1F1BBAF31EA92B0C7272B2B363EE1;Areas
EE611C8B9DFBBC792A9318C9837B2BCD;InnerRangeTranslations_1.xml;6;1;system/ogolne;;EE611C8B9DFBBC792A9318C9837B2BCD;Inputs
A1595ABBB4C3A326636DD178757CD6C1;InnerRangeTranslations_1.xml;7;1;automatyka/sterowanie;unique=WebPageType;A1595ABBB4C3A326636DD178757CD6C1;Control
5A468D71ECCBBD2D7339C32F91491B8D;InnerRangeTranslations_1.xml;12;1;automatyka/sterowanie;;;Control Menu
A27A5CFA373A8F0A8749F138B9ACA868;InnerRangeTranslations_1.xml;53;2;automatyka/sterowanie;;;Press a number to select the type of items to control
FCBC8294E4092838984D1F8FA629FBCE;InnerRangeTranslations_1.xml;61;2;automatyka/sterowanie;;;View state and control outputs. They can be turned on and off
BAC4CE887A49DF198D619DEB563347D2;InnerRangeTranslations_1.xml;78;2;dostep/przejscia;;;View state and control doors. They can be unlocked, locked or briefly unlocked
8AF8F2757083387CAEF7363737399558;InnerRangeTranslations_1.xml;59;2;uzbrajanie/strefy;;;View state and control areas. They can be armed or disarmed
515E9FF7AC32F33F063545E5F1572C51;InnerRangeTranslations_1.xml;65;2;automatyka/sterowanie;;;View state and control inputs. They can be isolated or deisolated
9680ABA0AFFC29AD1706C291EA76396C;InnerRangeTranslations_1.xml;9;1;dostep/przejscia;;1D3A600D943D0FBD2A31F5C07AE102D8;All Doors
4CDD05964077F6B264333884A0A72F6A;InnerRangeTranslations_1.xml;14;1;dostep/przejscia;;;No Doors Exist
73D710D8079A9AF78E855328165EC20D;InnerRangeTranslations_1.xml;49;2;dostep/przejscia;;;There are no doors configured for this Controller
C4803D9185E26947FBF28227A0DE5DEB;InnerRangeTranslations_1.xml;64;2;dostep/przejscia;;;You don't have permission to see any of the doors in the system.
9097CB0BBFA4BC61CCC7AC910881BB65;InnerRangeTranslations_1.xml;3;1;system/ogolne;;;Is 
04E9328DE01908B60AA9A46FD912427E;InnerRangeTranslations_1.xml;14;1;automatyka/sterowanie;;;Control Failed
D182854844224DE8150D71A45F2FC221;InnerRangeTranslations_1.xml;13;1;dostep/przejscia;;;Current Door:
819B93CC5DB3F5911D8A69EB68F2C9A8;InnerRangeTranslations_1.xml;13;1;dostep/przejscia;unique=WebPageType;;Control Doors
0CFCCFE96B0A529F597A209920434642;InnerRangeTranslations_1.xml;44;2;dostep/przejscia;;;Press UP or DOWN to select a door to control
CB19C255C171A80C9F4C4499FE11494D;InnerRangeTranslations_1.xml;57;2;dostep/przejscia;;;Press ON to lock, OFF to unlock and OK to access the door
10CF53C5D3E3B572688BE4C15439C1EB;InnerRangeTranslations_1.xml;43;2;dostep/przejscia;;;Press number keys to text search for a door
BB962098745177A4812DEB980C361DAE;InnerRangeTranslations_1.xml;25;1;dostep/przejscia;;;Allow Level 3 User Access
8684B3872B24D6D65061E1251E79198A;InnerRangeTranslations_1.xml;15;1;system/ogolne;;;Enter Anti-code
D1BE377656960ED04F1564DA21D80C8D;InnerRangeTranslations_1.xml;9;1;system/ogolne;;;Installer
B1C94CA2FBC3E78FC30069C8D0F01680;InnerRangeTranslations_1.xml;3;1;system/ogolne;unique=ModuleHealthStates;;All
2FAE32629D4EF4FC6341F1751B405E45;InnerRangeTranslations_1.xml;8;1;system/ogolne;;2FAE32629D4EF4FC6341F1751B405E45;Security
BF733D8A933C1601697F364223FC7ECB;InnerRangeTranslations_1.xml;6;1;dostep/przejscia;;BF733D8A933C1601697F364223FC7ECB;Access
3C02A379965AB0DFCD77B1C484450433;InnerRangeTranslations_1.xml;8;1;system/ogolne;unique=WebPageType;3C02A379965AB0DFCD77B1C484450433;Hardware
EDA63B570DB82E05C2FD7B5F0C3BB20F;InnerRangeTranslations_1.xml;5;1;system/ogolne;;EDA63B570DB82E05C2FD7B5F0C3BB20F;Audit
C20311CF04A93848BAA2C7DDDB3B2099;InnerRangeTranslations_1.xml;11;1;zdarzenia/raporty;;;Event Logs:
670A5DB972B8028369BC5A2EEDB1A6A0;InnerRangeTranslations_1.xml;11;1;zdarzenia/raporty;;;Events Menu
4CB02E5EFB2414BB8511D54EE7C51DC7;InnerRangeTranslations_1.xml;50;2;zdarzenia/raporty;;;Press a number to select the type of events to see
CFC4DFDE00425CD72719D90F1BD0DBEA;InnerRangeTranslations_1.xml;15;1;zdarzenia/raporty;;;View all events
92CAE135A96DD93512FE1C03A92F0AC2;InnerRangeTranslations_1.xml;40;1;uzbrajanie/strefy;;;View security messages like alarm events
8385D9E25F939861C2C06BDE90DBD820;InnerRangeTranslations_1.xml;46;2;dostep/przejscia;;;View access messages like door access requests
0EAAEFAAA475F4D8F4A3F38635EBF21E;InnerRangeTranslations_1.xml;62;2;zdarzenia/raporty;;;View system messages like connection updates and system health
95065E35319AE84F8836DC533462FB5E;InnerRangeTranslations_1.xml;59;2;zdarzenia/raporty;;;View hardware messages like module activity and connections
B883AD83AFE7BA48961381CFE5FB8021;InnerRangeTranslations_1.xml;45;2;zdarzenia/raporty;;;View audit messages for configuration changes
4ACC5BC1D808688958A9D6BB8A7F6B9A;InnerRangeTranslations_1.xml;15;1;system/ogolne;;;< Reached End >
8844596852700F8990660336F9A16B71;InnerRangeTranslations_1.xml;15;1;system/ogolne;;;< Nothing New >
115936A15ADE09A85E92DEACDABA3A87;InnerRangeTranslations_1.xml;11;1;zdarzenia/raporty;;;<No Events>
87F9F735A1D36793CEAECD4E47124B63;InnerRangeTranslations_1.xml;6;1;zdarzenia/raporty;;;Events
