hash;plik;dlugosc;tier;obszar;rules;fullContext;EN
34356AFB51196A44E6CCF8E38C0AC5E0;InnerRangeTranslations_3.xml;23;1;uzbrajanie/strefy;;34356AFB51196A44E6CCF8E38C0AC5E0;Disable Alarm Reporting
49BED67A4A2FA5202A4632928F7FA235;InnerRangeTranslations_3.xml;21;1;dostep/przejscia;;49BED67A4A2FA5202A4632928F7FA235;Disable Door Feedback
0DAA7B56FD4C5FC3A57351C2D33FB1F7;InnerRangeTranslations_3.xml;14;1;system/ogolne;;0DAA7B56FD4C5FC3A57351C2D33FB1F7;Disable Sirens
49F96A057A633481231EB86213143C23;InnerRangeTranslations_3.xml;17;1;system/ogolne;;49F96A057A633481231EB86213143C23;Disable Notifiers
654D22E3B4C375CC44FA8FFBC4F93615;InnerRangeTranslations_3.xml;21;1;system/ogolne;;654D22E3B4C375CC44FA8FFBC4F93615;Service Mode Duration
06933067AAFD48425D67BCB01BBA5CB6;InnerRangeTranslations_3.xml;6;1;system/ogolne;;06933067AAFD48425D67BCB01BBA5CB6;Update
805F885ACD309147052051B883C3C963;InnerRangeTranslations_3.xml;20;1;system/ogolne;;805F885ACD309147052051B883C3C963;Delay Before Disable
BCFACCEBF745ACFD5E75351095A5394A;InnerRangeTranslations_3.xml;7;1;system/ogolne;;BCFACCEBF745ACFD5E75351095A5394A;Disable
9883FD314018A6CCF7E07C53F40FEC34;InnerRangeTranslations_3.xml;23;1;zdarzenia/raporty;;9883FD314018A6CCF7E07C53F40FEC34;Enabled Detailed Events
43345FD23F5DFC2D17B914C8060E7B51;InnerRangeTranslations_3.xml;38;1;zdarzenia/raporty;;43345FD23F5DFC2D17B914C8060E7B51;Duration to enable Detailed Events for
BE29BDB23B85504793F90F649DA68492;InnerRangeTranslations_3.xml;152;2;system/ogolne;;792B2A93C4182EF79AEC9BF24E9822B2;A support file will be created and downloaded in the form of a zip which includes system information that Technical Support may need to diagnose issues.
FF0461FDE792856147759FB8D4DC5F73;InnerRangeTranslations_3.xml;229;3;system/ogolne;;792B2A93C4182EF79AEC9BF24E9822B2;Note that some files included may contain sensitive information, and if you wish to only send some files you will have to download them manually from their respective pages. The following will be included in the support file zip:
4273ADFBDDD88A136464195F3F3AC251;InnerRangeTranslations_3.xml;21;1;system/ogolne;;4273ADFBDDD88A136464195F3F3AC251;A new database backup
7D541078D8459CEB49916C30ADC177EB;InnerRangeTranslations_3.xml;14;1;system/ogolne;;7D541078D8459CEB49916C30ADC177EB;The system log
CB57F66E6BC09EE1564EF54DEFB867F5;InnerRangeTranslations_3.xml;21;1;zdarzenia/raporty;;CB57F66E6BC09EE1564EF54DEFB867F5;Review (last 2 weeks)
3D31082B26ADF66B52B6AB409B8A4881;InnerRangeTranslations_3.xml;55;2;system/ogolne;;35DA2F223EBF7A2DE5E96099EEC146FA;System information (Inception version numbers found in 
5033242C50CCC64DBE80F0FB6B7C369E;InnerRangeTranslations_3.xml;24;1;system/ogolne;;35DA2F223EBF7A2DE5E96099EEC146FA;, all information under 
C131783498DAFC6F4989EAF6812B37DE;InnerRangeTranslations_3.xml;35;3;system/ogolne;;35DA2F223EBF7A2DE5E96099EEC146FA;[System > System Overview > System]
C4772589D9AA7F594B8CF2074793049F;InnerRangeTranslations_3.xml;22;1;komunikacja/sprzet;;35DA2F223EBF7A2DE5E96099EEC146FA;, and Module details).
C6C7203801656EC1499AFE9F201D496F;InnerRangeTranslations_3.xml;16;1;system/ogolne;;C6C7203801656EC1499AFE9F201D496F;Language Options
1A63951E46BD9EA58DA0EBBBF9A9AB32;InnerRangeTranslations_3.xml;21;1;komunikacja/sprzet;;1A63951E46BD9EA58DA0EBBBF9A9AB32;Clean Up Serial Ports
671B111C5426B90927285442EAB7BF4B;InnerRangeTranslations_3.xml;18;1;system/ogolne;;671B111C5426B90927285442EAB7BF4B;Import Custom Item
0B27918290FF5323BEA1E3B78A9CF04E;InnerRangeTranslations_3.xml;4;1;system/ogolne;;0B27918290FF5323BEA1E3B78A9CF04E;File
72D6D7A1885885BB55A565FD1070581A;InnerRangeTranslations_3.xml;6;1;system/ogolne;;72D6D7A1885885BB55A565FD1070581A;Import
B1310A247B24E2F38C07EE8CC0139B8E;InnerRangeTranslations_3.xml;115;2;komunikacja/sprzet;;61050BA7CEDB9CF9D8A7D1034518C37E;Enter an email address below to send a test email to. This will send an email using the settings configured in the 
AD2DCFFA46B24242FE59CF028AF46817;InnerRangeTranslations_3.xml;15;1;system/ogolne;;61050BA7CEDB9CF9D8A7D1034518C37E; section below.
719B37BA486F19F92DD9EBB1FEDC1B39;InnerRangeTranslations_3.xml;65;2;komunikacja/sprzet;;719B37BA486F19F92DD9EBB1FEDC1B39;NOTE: Sending of the email could take several seconds to complete
DD7BF230FDE8D4836917806AFF6A6B27;InnerRangeTranslations_3.xml;7;1;system/ogolne;;DD7BF230FDE8D4836917806AFF6A6B27;Address
6FBCF3580D9E638A70A869393DCF02EA;InnerRangeTranslations_3.xml;253;3;system/ogolne;;6FBCF3580D9E638A70A869393DCF02EA;Clicking Manage Languages will open the Manage Languages menu, where you can upload, delete and apply Language Packs. Clicking the Download Translation Template button will download a translation template file to use with the Inception Translation Tool.
DEC7CD9EB43C646034513F8E1E9197E2;InnerRangeTranslations_3.xml;584;3;komunikacja/sprzet;;C5230EEB7961F1D3A38647CFC50A7564;The Inception web interface is capable of being displayed in different languages through the usage of Inception Language Pack (.irlanguage) files. These files can either be supplied by Inner Range or the installer, or manually created and edited with the Inception Translation Tool, a separate stand-alone application. To create a language pack, the first step is to download a copy of the Inception System's language pack template file to import into the Inception Translation Tool. This includes all of the translatable text in the Inception system for the current firmware version.
174815A2DD4C5E6067EAF4CC3B25F827;InnerRangeTranslations_3.xml;399;3;komunikacja/sprzet;;C5230EEB7961F1D3A38647CFC50A7564;You can download a language pack template file by clicking the Download Translation Template button from the Manage Languages dialog. You can import this template file into the Inception Translation Tool to generate a new translation project. Or, it can be merged with an older translation project to translate only the text that has been added in the new firmware since a translation was last done.
FB6C7C44E4160C192668E06D7568ACB4;InnerRangeTranslations_3.xml;662;3;system/ogolne;;C5230EEB7961F1D3A38647CFC50A7564;After you've finished the translation process using the Inception Translation Tool, you can export a Language Pack file (.irlanguage) and then upload it to the Inception controller from a PC. To upload a language pack, click the Manage Languages button, then click the Upload button and choose the file on disk that you want to upload. Upon being uploaded successfully, the language pack should appear in the list of available languages in the Manage Languages dialog box. From here, you can select the desired language from the list and click Apply in order to change the current language of the Inception controller (this action requires rebooting the device).
CB939A8252D9C6EFCD5946C1BDB3952C;InnerRangeTranslations_3.xml;281;3;system/ogolne;;C5230EEB7961F1D3A38647CFC50A7564;If uploading the language pack fails, it could mean that the language pack file data was exported incorrectly, or that the file has been corrupted at some point during transfer. Try re-exporting the language pack from the Inception Translation Tool if possible and re-uploading it.
A227D7BC8EF25AA29D8E14D984A713A4;InnerRangeTranslations_3.xml;16;1;system/ogolne;;A227D7BC8EF25AA29D8E14D984A713A4;Manage Languages
CD5973459064EBDD311D9428AC6C7C2C;InnerRangeTranslations_3.xml;29;1;system/ogolne;;CD5973459064EBDD311D9428AC6C7C2C;Download Translation Template
9DEDB8A4D07EBC36D2BA101F937B1C6E;InnerRangeTranslations_3.xml;20;1;system/ogolne;;9DEDB8A4D07EBC36D2BA101F937B1C6E;Select Language Pack
F40309C7972D85F25B031D3E131F4E21;InnerRangeTranslations_3.xml;13;1;system/ogolne;;F40309C7972D85F25B031D3E131F4E21;Language Name
E0A5B782389F3213667ABE32A4FCA783;InnerRangeTranslations_3.xml;8;1;system/ogolne;;E0A5B782389F3213667ABE32A4FCA783;ISO Code
34B6CD75171AFFBA6957E308DCBD92BE;InnerRangeTranslations_3.xml;7;1;system/ogolne;;34B6CD75171AFFBA6957E308DCBD92BE;Version
770E3B1113B5475D99722D145E5B3D9A;InnerRangeTranslations_3.xml;22;1;system/ogolne;;26C005E064A3BFF5C0C7C60280485D59;Current language pack:
91412465EA9169DFD901DD5E7C96DD99;InnerRangeTranslations_3.xml;6;1;system/ogolne;;91412465EA9169DFD901DD5E7C96DD99;Upload
D3B206D196CD6BE3A2764C1FB90B200F;InnerRangeTranslations_3.xml;15;1;system/ogolne;;D3B206D196CD6BE3A2764C1FB90B200F;Delete selected
6CF7CA0984A972A9ED9EC747A8FB83DF;InnerRangeTranslations_3.xml;332;3;komunikacja/sprzet;;96D139E930E64C14FCBF4212A8A6243E;The LAN Encryption Key Changeover mode is intended to help migrate Ethernet LAN modules (e.g. Ethernet Bridge) from an old encryption key to the current key configured in Inception. All Ethernet LAN modules in your system must be configured with the same encryption key as the controller in order for them to be able to communicate.
536F4504DB0E1B9702EA15EF4C7A9A8E;InnerRangeTranslations_3.xml;360;3;zdarzenia/raporty;;96D139E930E64C14FCBF4212A8A6243E;The LAN Key Changeover mode puts the Inception controller in a state where it will temporarily accept Ethernet LAN messages encrypted with an alternate specified key (or the default key), for a period of 2 minutes. When Inception receives a connection request from a module using the alternate key, it will automatically migrate that module to the current key.
257B992D3DDEF2902C7AAA283D7C6533;InnerRangeTranslations_3.xml;276;3;zdarzenia/raporty;;96D139E930E64C14FCBF4212A8A6243E;This mode can be useful in the event where you have changed the Inception's LAN encryption key but a module was offline and did not receive a key change message, or if you have connected a new, unconfigured Ethernet LAN module and need to change its key so it can be enrolled.
B7476E80FE078765D2B3F8E1C7E154FA;InnerRangeTranslations_3.xml;8;1;system/ogolne;;B7476E80FE078765D2B3F8E1C7E154FA;Key Type
877D097914FC4F661E9F63E26AADB061;InnerRangeTranslations_3.xml;18;1;system/ogolne;;877D097914FC4F661E9F63E26AADB061;Old Encryption Key
EA63374F20839B877B83526544648BA3;InnerRangeTranslations_3.xml;26;1;dostep/przejscia;;EA63374F20839B877B83526544648BA3;Enable Level 3 User Access
ED54D680828CBF084E290FBFA0CF9B49;InnerRangeTranslations_3.xml;15;1;system/ogolne;;ED54D680828CBF084E290FBFA0CF9B49;Input Anti-code
921BDA25E37B839B92642B114869E90E;InnerRangeTranslations_3.xml;19;1;system/ogolne;;921BDA25E37B839B92642B114869E90E;Mute Alert Feedback
467F2C2DEF838FD1A7C66C3964B7A87C;InnerRangeTranslations_3.xml;451;3;uzytkownicy/uprawnienia;;8DF88973AE547F65A23BF93F1D659A6C;"Some System Warnings and Messages can only be cleared by a user with special permissions, which means that LCD Terminals may keep beeping periodically and flashing LEDs until the warnings/messages are cleared. If the fault cannot be fixed right away, the ""Mute"" button on this dialog can stop the periodic beeping until the warning/message can be attended to. (Note: New Messages/Warnings will cause the LCD Terminal to start to draw attention again.)"
00CD7BE4CB21C59179316D7844A8CFC4;InnerRangeTranslations_3.xml;4;1;system/ogolne;;00CD7BE4CB21C59179316D7844A8CFC4;Mute
454761C561B8A59823E80DFF51FC49D1;InnerRangeTranslations_3.xml;6;1;system/ogolne;;454761C561B8A59823E80DFF51FC49D1;Unmute
91BF01E02F71E4DEE6A783867AABCF5F;InnerRangeTranslations_3.xml;42;2;dostep/przejscia;;91BF01E02F71E4DEE6A783867AABCF5F;Duration to enable Level 3 User Access for
9B51864E0247A0212902682252B30F81;InnerRangeTranslations_3.xml;17;1;harmonogramy/czas;;9B51864E0247A0212902682252B30F81;Last refresh time
5940521BD636AC9E9434DA27431B33AB;InnerRangeTranslations_3.xml;15;1;uzytkownicy/uprawnienia;;5940521BD636AC9E9434DA27431B33AB;Users Logged On
693D946C5C4516961AB15C2E8D3FCDEB;InnerRangeTranslations_3.xml;21;1;system/ogolne;;693D946C5C4516961AB15C2E8D3FCDEB;Current Language Pack
FE34CE75A31C3A22A303C52F5ED42EEE;InnerRangeTranslations_3.xml;35;1;komunikacja/sprzet;paramCheck=true;;There are {0} modules in the system
43C65B39EE7680F88F764254874B1888;InnerRangeTranslations_3.xml;24;1;system/ogolne;;43C65B39EE7680F88F764254874B1888;N/A (running on Windows)
7E75C1D415765E5107A9B4D32A867AD9;InnerRangeTranslations_3.xml;27;1;system/ogolne;;7E75C1D415765E5107A9B4D32A867AD9;Next Scheduled Battery Test
185C008F042764468EEB5D84ECDEA36F;InnerRangeTranslations_3.xml;19;1;uzbrajanie/strefy;;185C008F042764468EEB5D84ECDEA36F;Current Alarm Queue
0344B3C873CAB56FC8FA57E9BC01195D;InnerRangeTranslations_3.xml;10;1;zdarzenia/raporty;paramCheck=true;;{0} events
C97560F0969436E644491FD0A61333C1;InnerRangeTranslations_3.xml;24;1;zdarzenia/raporty;;C97560F0969436E644491FD0A61333C1;Skytunnel Reporting Path
F548F2EF08C9A29FF5084CAFBA0E3257;InnerRangeTranslations_3.xml;27;1;komunikacja/sprzet;;F548F2EF08C9A29FF5084CAFBA0E3257;Skytunnel Connection Status
4A6F604D56031CBF92F1A4E234485470;InnerRangeTranslations_3.xml;35;1;zdarzenia/raporty;;4A6F604D56031CBF92F1A4E234485470;Skytunnel Next Periodic Test Report
B411953B336F0A5530BC7A48EB524F29;InnerRangeTranslations_3.xml;27;1;uzbrajanie/strefy;;B411953B336F0A5530BC7A48EB524F29;Alarm Device Reporting Path
07C549CEB327173D3897B7E734385A97;InnerRangeTranslations_3.xml;30;1;uzbrajanie/strefy;;07C549CEB327173D3897B7E734385A97;Alarm Device Connection Status
3A33B0156C0A3950713BB2CAD2197BEF;InnerRangeTranslations_3.xml;26;1;uzbrajanie/strefy;;3A33B0156C0A3950713BB2CAD2197BEF;Alarm Device Error Message
2DDD8463026329731369096D9E2EAD1A;InnerRangeTranslations_3.xml;38;1;uzbrajanie/strefy;;2DDD8463026329731369096D9E2EAD1A;Alarm Device Next Periodic Test Report
1CE38B6D2F9CAA5E61D41E69AEB6D602;InnerRangeTranslations_3.xml;21;1;zdarzenia/raporty;;1CE38B6D2F9CAA5E61D41E69AEB6D602;SIA IP Reporting Path
02CDA02D594746F12AF1CA86D5B5C283;InnerRangeTranslations_3.xml;24;1;komunikacja/sprzet;;02CDA02D594746F12AF1CA86D5B5C283;SIA IP Connection Status
F544BA3D304F4DFFDF2B1AE198F1526F;InnerRangeTranslations_3.xml;17;1;zdarzenia/raporty;;F544BA3D304F4DFFDF2B1AE198F1526F;SIA Error Message
790709C4C2E257D8C9A3E9E1D32AAF16;InnerRangeTranslations_3.xml;32;1;zdarzenia/raporty;;790709C4C2E257D8C9A3E9E1D32AAF16;SIA IP Next Periodic Test Report
9241AB356969437337B41C500CA80EEE;InnerRangeTranslations_3.xml;89;3;harmonogramy/czas;;9241AB356969437337B41C500CA80EEE;The calendar preview below is used to check that the time period is programmed correctly.
714A44E33BE383B9FDCC5A1D6E3412A4;InnerRangeTranslations_3.xml;291;3;harmonogramy/czas;;91D07A48B08794F9E21D4F2DBC3D5EDC;The calendar preview can be used to view any date in the future and will display when the time period is valid on that day, taking into account any calendar exceptions or date & time exceptions. This is useful to confirm whether exceptions planned for the future have been applied correctly.
96C81FE9CDC67CCFF8D08BA929ABB570;InnerRangeTranslations_3.xml;131;2;harmonogramy/czas;;91D07A48B08794F9E21D4F2DBC3D5EDC;When changes are made to the time period or the exceptions, it is recommended to update the calendar preview first by clicking the 
41D63A314069A8B29CCFF1A8741AF1ED;InnerRangeTranslations_3.xml;210;3;system/ogolne;;91D07A48B08794F9E21D4F2DBC3D5EDC;. The calendar can be displayed in days, weeks or months by pressing the appropriate button. Depending on the selected display mode you can advance the calendar forward and backwards by pressing the arrow keys.
1E651AA199DF3799DA840376273AF7A7;InnerRangeTranslations_3.xml;191;2;harmonogramy/czas;;91D07A48B08794F9E21D4F2DBC3D5EDC;The green colour indicates times that the time period will be active and white indicates the invalid times. Certain times may be red, which indicates times that are invalid due to exceptions.
52A8B4EB9342B61C02C2F0A2D6B85261;InnerRangeTranslations_3.xml;23;1;automatyka/sterowanie;;52A8B4EB9342B61C02C2F0A2D6B85261;User Controlled Outputs
2FC45186DE9F375C6E3D8A117084B389;InnerRangeTranslations_3.xml;18;1;system/ogolne;;2FC45186DE9F375C6E3D8A117084B389;Bulk Import/Export
DD9DA3997A60F27308B796CE1B4FF127;InnerRangeTranslations_3.xml;125;2;uzytkownicy/uprawnienia;;53229984A88478632D1026C8ED610883;Enter the email address of this user to send the invitation code to. By default, this field autofills to the selected user's 
CA1B50F1E7A3E5AC2F78299EA4A93EB2;InnerRangeTranslations_3.xml;7;1;system/ogolne;;53229984A88478632D1026C8ED610883; field.
556EE96293B12A8F6B1F4366B99BE53E;InnerRangeTranslations_3.xml;83;2;dostep/przejscia;;9D4BFA3C4F642C9EAF92564F1E524918;A mobile credential will be generated and assigned to this user with the status of 
F98552D4B87007DA82818937E16BECB1;InnerRangeTranslations_3.xml;15;1;system/ogolne;;9D4BFA3C4F642C9EAF92564F1E524918;Invitation Sent
B3F8479572F58C9823C204DA89274179;InnerRangeTranslations_3.xml;156;2;dostep/przejscia;;9D4BFA3C4F642C9EAF92564F1E524918;. An invitation code for this mobile credential will then be sent to the user this linked mobile credential is linked to, using the specified email address.
2D4B0D14FBF4188479F23F8FAE8A03F5;InnerRangeTranslations_3.xml;19;1;dostep/przejscia;;2D4B0D14FBF4188479F23F8FAE8A03F5;Allocate Credential
AE481B4E93FAE50B8A5076AA62245DEF;InnerRangeTranslations_3.xml;166;2;uzytkownicy/uprawnienia;;0FC152CB028B6F77CD9A877B0CE5A565;Opens the export CSV file menu to export user information into a .csv file. The menu will have user fields that can be selected to filter down the exported user data.
4CAF1B0C8D73A791831C143B9D0F7C39;InnerRangeTranslations_3.xml;164;2;uzytkownicy/uprawnienia;;8C14ADC36354479E947DB63A7B8607FA;Opens the import CSV file menu to import a .csv file that will update existing users and create new ones based on the names of the users specified in the .csv file.
C2C5C27C0EED7F91AE209BC84F96CBC0;InnerRangeTranslations_3.xml;203;3;uzytkownicy/uprawnienia;;363DA4DF7E6069DF6AB53D9A5F81C6D2;Opens a menu that allows for the import of user photos in bulk through uploading a ZIP file with JPEG image files. The image files should be named to the corresponding user the photo will be assigned to.
B9196526D5FD1BC74837832778395004;InnerRangeTranslations_3.xml;15;1;uzytkownicy/uprawnienia;;B9196526D5FD1BC74837832778395004;Importing Users
4833CC0109057F8A93867C2D1EF234F6;InnerRangeTranslations_3.xml;212;3;uzytkownicy/uprawnienia;;4833CC0109057F8A93867C2D1EF234F6;Import user photos in bulk by uploading a ZIP file containing multiple JPEG image files inside. Image filenames are matched up with users based on the user's Name, so it is recommended that user names are unique.
C64B0AFE77E52C3F071825D2AA71A5CF;InnerRangeTranslations_3.xml;442;3;uzytkownicy/uprawnienia;;B3CDEC10B81B03A5BB2867D7A7C3151D;The uploaded ZIP file should contain only JPEG (.jpg/.jpeg) image files whose filenames match the names of users in the Inception system. Files which are not JPEG files or files whose names do not match a user in the system will be ignored. All images should be placed in the main directory of the ZIP folder, not in subfolders. The uploaded zip file cannot exceed 100MB, larger batches of images may have to be split into multiple zip files.
DD0B4F87E4EDD226CBAC4706EF118B28;InnerRangeTranslations_3.xml;242;3;uzytkownicy/uprawnienia;;B3CDEC10B81B03A5BB2867D7A7C3151D;The maximum supported image size is 480 x 640px (3:4 aspect ratio), images will be scaled down if they exceed these dimensions, so it is recommended that user photos are uploaded with a similar resolution and aspect ratio for optimal quality.
05388658E1E8EE95FEFB444DD59B0776;InnerRangeTranslations_3.xml;15;1;system/ogolne;;05388658E1E8EE95FEFB444DD59B0776;Upload Zip File
726EE1255E35C7D8A26E56E32A8AA966;InnerRangeTranslations_3.xml;22;1;system/ogolne;;726EE1255E35C7D8A26E56E32A8AA966;Import Photos from Zip
919BC596CC03D86FCA7827D7A3D4900B;InnerRangeTranslations_3.xml;208;3;uzytkownicy/uprawnienia;;919BC596CC03D86FCA7827D7A3D4900B;Import users in bulk by uploading a CSV file. Users can either be added or updated by matching on the user Name in the CSV. As updating of users is keyed on Name, it is recommended that user names are unique.
73C0C9673275AFBAA34FC2C7EAC246F6;InnerRangeTranslations_3.xml;36;1;system/ogolne;;C59951F75D1665052A2812FFEED68992;Download the CSV import spreadsheet 
622F83A1DF871A6B50352FB52D80C5B1;InnerRangeTranslations_3.xml;96;2;uzytkownicy/uprawnienia;;C59951F75D1665052A2812FFEED68992;. Add the user information to the spreadsheet, save it as a CSV file and upload it in this menu.
9EE781AB385DD8E67B6598E115FBBC54;InnerRangeTranslations_3.xml;322;3;uzytkownicy/uprawnienia;;C59951F75D1665052A2812FFEED68992;"The CSV file must contain a header line that specifies the User data columns that are to be imported, and the column titles must match the User properties as they appear on the Manage User page. The ""Name"" property is a mandatory field and must be included as one of the header line columns, all other fields are optional."
B3A3AC1CE4A54966E9CE23C02E36F0F9;InnerRangeTranslations_3.xml;43;2;system/ogolne;;C59951F75D1665052A2812FFEED68992;An example of a valid header column format:
4088FEB10D7E05B72BFF9BF27CC5A79C;InnerRangeTranslations_3.xml;5;1;system/ogolne;;C59951F75D1665052A2812FFEED68992;Name*
4963DEE1CAB7A9FC8F79C0610AABA9FF;InnerRangeTranslations_3.xml;17;1;system/ogolne;;C59951F75D1665052A2812FFEED68992;* mandatory field
987B2F912C3AC560754C23D00D967B63;InnerRangeTranslations_3.xml;59;2;system/ogolne;;C59951F75D1665052A2812FFEED68992;Each data row must have at least the Name column filled in.
364DB6E1A8D350B875AB38D94F013A8A;InnerRangeTranslations_3.xml;210;3;uzytkownicy/uprawnienia;;C59951F75D1665052A2812FFEED68992;"Entries for the ""Permissions"" field are only allowed to be the name of an existing Permission Group in the system (case-insensitive); user permissions for individual items cannot be assigned through CSV import."
B3A266BB13BDF29C7B423B563E8C2935;InnerRangeTranslations_3.xml;185;2;dostep/przejscia;;C59951F75D1665052A2812FFEED68992;"Entries for the ""Credentials"" and ""Remote Fobs"" fields should contain only the Credential/Fob number; the Credential Template and Fob Template are specified below in the import options."
00A3872E02C759AA716DB50443562AF4;InnerRangeTranslations_3.xml;63;2;system/ogolne;;C59951F75D1665052A2812FFEED68992;Note that Mobile Credentials are unable to be imported via CSV.
B0C125E9DCF141BF3196EF5D4F294F30;InnerRangeTranslations_3.xml;127;2;dostep/przejscia;;C59951F75D1665052A2812FFEED68992;"Entries for checkbox fields (e.g. ""Use Extended Unlock Times"") will only accept the words ""true"" or ""false"" (case-insensitive)."
74BEAFEBA77621D34D627D5F0AFC83FA;InnerRangeTranslations_3.xml;778;3;dostep/przejscia;;C59951F75D1665052A2812FFEED68992;Fields consisting of lists of items (e.g. Credentials, Remote Fob, Permissions) can only accept a single item at a time due to the limitations of the CSV format. For newly imported Users, the single item will become the only item in the list field. For existing users, the single item will be appended to the existing list of items (if it is not already present). In the case where you wish to import a User(s) with 2 credentials assigned to them, for example: you can CSV import the User(s) initially with a single credential number specified in the Credentials field, and then perform another CSV import with the same Users' names but with the 2nd credential number in the Credentials field, and the existing User will gain the 2nd credential number in their Credentials list.
A6C9A2EA429D4E2F62E5DAB713DC6841;InnerRangeTranslations_3.xml;252;3;uzytkownicy/uprawnienia;;C59951F75D1665052A2812FFEED68992;Fields that refer to other items in the system (e.g. LCD Terminal Profile, Permission Groups, Web Page Profile) will be linked up based on the item's Name field (case-insensitive). If no item is found with the specified item name, the import will fail.
953D928561B7979264C20C87858996A6;InnerRangeTranslations_3.xml;200;2;dostep/przejscia;;C59951F75D1665052A2812FFEED68992;"Fields with drop-down lists of options (e.g. When to Cancel User) will only accept values that match the text options in the drop-down list (e.g. ""First Card Or PIN""). The values are case-insensitive."
9FEB02CF09692713AE95635B8DC98EE9;InnerRangeTranslations_3.xml;286;3;uzytkownicy/uprawnienia;;C59951F75D1665052A2812FFEED68992;"The recommended format for date/time field data (e.g. User Expiry Time) is ""YYYY-MM-DD HH:MM:SS"". This avoids any ambiguity with the date format. Alternate date formats may be accepted, but through testing should be done first to confirm and will depend on the selected system language."
043B3E1FFB15AD55C24F64104E776DFA;InnerRangeTranslations_3.xml;627;3;uzytkownicy/uprawnienia;;C59951F75D1665052A2812FFEED68992;"The ""Encrypted Security PIN"" and ""Encrypted Password"" fields will only accept encrypted data strings that have been exported via the Export User CSV dialog or from the Inception REST API. This option is provided to allow cloning User data from one Inception system to another without having to restore an entire database backup, as plain-text PINs and passwords cannot be exported from Inception for security reasons. To input plain-text PINs or passwords in the CSV import, use the ""Security PIN"" or ""Password"" fields instead. Avoid using the encrypted and unencrypted variants of the same input field when entering user data."
EDC4810706AD04E7FDD8CFA2AC8752D6;InnerRangeTranslations_3.xml;237;3;dostep/przejscia;;C59951F75D1665052A2812FFEED68992;"When using CSV Import to update users, if no value is specified for a field then no change is made. This means that, for example; to update an email address for a user, no permission group, PIN, credential, or notes need to be specified."
E38A6B1F544BD9721E92E3E79C90B011;InnerRangeTranslations_3.xml;59;2;uzytkownicy/uprawnienia;;C59951F75D1665052A2812FFEED68992;Existing user data fields can also be erased by inputting \
3FB6E27EF8FD490A5CED998D057E2084;InnerRangeTranslations_3.xml;355;3;uzytkownicy/uprawnienia;;96B0F1989B2512F916AE3920FD75AC8E;""" for the specific field. This is different to not specifying a value for a field, which will leave the field unchanged for the user. This only works for fields that are allowed to be empty (e.g. Notes, Credentials); fields that must reference another item (Web Page Profile, LCD Terminal Profile) cannot be set to blank and will cause the import to fail."
DF001C89646742DC8B955E68507923C0;InnerRangeTranslations_3.xml;204;3;uzytkownicy/uprawnienia;;96B0F1989B2512F916AE3920FD75AC8E;If the import fails the process will abort and no users will be created. However if the import was being used to update users, any updates that occurred before the failure will be persisted in the system.
B56987E92F1F21648ADAD48E9C10B350;InnerRangeTranslations_3.xml;36;1;system/ogolne;;96B0F1989B2512F916AE3920FD75AC8E;Some causes of import failures are: 
A7F52DCE1FA407A0646CE81C15D67AEB;InnerRangeTranslations_3.xml;43;2;uzytkownicy/uprawnienia;;96B0F1989B2512F916AE3920FD75AC8E;One or more of the users don't have a name.
B76A7E9D6E461768E3798B9CB53B78E5;InnerRangeTranslations_3.xml;106;2;uzytkownicy/uprawnienia;;96B0F1989B2512F916AE3920FD75AC8E;The specified item name (Permission Group, Web Page Profile, etc.) name could not be found in the system. 
0200D24BA2FD0CCB093C20C6CCCE4515;InnerRangeTranslations_3.xml;95;2;uzytkownicy/uprawnienia;;96B0F1989B2512F916AE3920FD75AC8E;A PIN provided already matches an existing User or there are duplicate PINs in the import file.
4D453CED87B7A4285384F82E4922F939;InnerRangeTranslations_3.xml;109;2;dostep/przejscia;;96B0F1989B2512F916AE3920FD75AC8E;A credential provided already matches an existing User or there are duplicate credentials in the import file.
DE5D0BAED1249A763E472EEFDB1C0B5D;InnerRangeTranslations_3.xml;92;2;uzytkownicy/uprawnienia;;96B0F1989B2512F916AE3920FD75AC8E;A supplied user data field was not in a valid format (Email Address, User Expiry Time, etc.)
214831E78544AFEAB1D5C3A50A73AA7B;InnerRangeTranslations_3.xml;15;1;system/ogolne;;214831E78544AFEAB1D5C3A50A73AA7B;Upload CSV File
957063E58AB96A17ABA0F30EA629E800;InnerRangeTranslations_3.xml;12;1;system/ogolne;;957063E58AB96A17ABA0F30EA629E800;Fob Template
1970FCE5BEF64CCA122826AE68DEDC33;InnerRangeTranslations_3.xml;19;1;uzytkownicy/uprawnienia;;1970FCE5BEF64CCA122826AE68DEDC33;Export Users to CSV
CCD51A46EE33FE1446D53BE660C57E0A;InnerRangeTranslations_3.xml;75;2;uzytkownicy/uprawnienia;;CCD51A46EE33FE1446D53BE660C57E0A;Choose the fields that you want to be included in the User CSV Export data.
B485C1BA5C76A85D7B7B05F143CBCB96;InnerRangeTranslations_3.xml;307;3;automatyka/sterowanie;;1EAA72D6FFD1611844AE2F922505D4B5;"Due to security reasons, the ""Security PIN"" and ""Password"" fields will not export any sensitive data to the CSV file if they are included (the fields will be left blank), however they can still be included in the CSV output in order to use the exported CSV as a template to be filled in for importing users."
